"gbifid"	"datasetkey"	"occurrenceid"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"species"	"infraspecificepithet"	"taxonrank"	"scientificname"	"countrycode"	"locality"	"publishingorgkey"	"decimallatitude"	"decimallongitude"	"coordinateuncertaintyinmeters"	"coordinateprecision"	"elevation"	"elevationaccuracy"	"depth"	"depthaccuracy"	"eventdate"	"day"	"month"	"year"	"taxonkey"	"specieskey"	"basisofrecord"	"institutioncode"	"collectioncode"	"catalognumber"	"recordnumber"	"identifiedby"	"license"	"rightsholder"	"recordedby"	"typestatus"	"establishmentmeans"	"lastinterpreted"	"mediatype"	"issue"
1677311474	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8437117"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	47.592597	-122.186079	122	NA	NA	NA	NA	NA	2017-10-14 11:33:00	14	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8437117"	NA	NA	"CC_BY_NC_4_0"	"Mike"	"Mike"	NA	NA	2017-11-02 02:34:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1677311291	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8437133"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	47.592597	-122.186079	122	NA	NA	NA	NA	NA	2017-10-14 11:43:00	14	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8437133"	NA	NA	"CC_BY_NC_4_0"	"Mike"	"Mike"	NA	NA	2017-11-02 02:34:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1677292509	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8379285"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	48.023708	-122.678509	31	NA	NA	NA	NA	NA	2017-10-12 18:31:00	12	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8379285"	NA	NA	"CC_BY_NC_4_0"	"Kurt Steinbach"	"Kurt Steinbach"	NA	NA	2017-11-02 02:34:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1677289165	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8365331"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	47.469345	-122.480796	5	NA	NA	NA	NA	NA	2017-10-11 17:50:00	11	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8365331"	NA	NA	"CC_BY_NC_4_0"	"mmetler"	"mmetler"	NA	NA	2017-11-06 21:38:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1677286184	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8355857"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	57.034274	-135.313282	NA	NA	NA	NA	NA	NA	2017-10-10 02:00:00	10	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8355857"	NA	NA	"CC_BY_NC_4_0"	"rolandwirth"	"rolandwirth"	NA	NA	2017-11-02 02:33:00	NA	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1676218962	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?SBBG133756&related=yes"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"Mosquito Rd N of Placerville, at S side of the crossing of the S Fork American River"	"fb702600-a84e-11de-978d-b8a03c50a862"	38.7758	-120.7483	400	NA	NA	NA	NA	NA	2012-04-27 02:00:00	27	4	2012	7969833	7969833	"PRESERVED_SPECIMEN"	"SBBG"	"VascularPlants"	"SBBG133756"	"18867"	NA	"CC_BY_NC_4_0"	NA	"G. K. Helmkamp, E. A. Helmkamp"	NA	NA	2017-10-29 02:10:00	NA	"GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID"
1676207030	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"c041c652-a458-40ba-a9e6-d53e2f7d52d2"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"UCSC, -"	"fb702600-a84e-11de-978d-b8a03c50a862"	37.00043	-122.06411	2724	NA	NA	NA	NA	NA	NA	NA	NA	NA	7969833	7969833	"PRESERVED_SPECIMEN"	"UCSC"	"VascularPlants"	"UCSC2935"	"2"	NA	"CC_BY_NC_4_0"	NA	"Cheryl Hendricks"	NA	NA	2017-10-29 02:03:00	NA	"RECORDED_DATE_INVALID"
1676183443	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"01e6ab4f-ad2e-457a-829f-0d9ebdb8e61f"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"50 yrds. behind applied sciences UCSC"	"fb702600-a84e-11de-978d-b8a03c50a862"	37.0014	-122.063003	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	7969833	7969833	"PRESERVED_SPECIMEN"	"UCSC"	"VascularPlants"	"UCSC2938"	"1"	NA	"CC_BY_NC_4_0"	NA	"Douglas J. Hirzel"	NA	NA	2017-10-29 01:54:00	NA	"RECORDED_DATE_INVALID;GEODETIC_DATUM_ASSUMED_WGS84"
1671721151	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8276940"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	45.350707	-122.60896	20	NA	NA	NA	NA	NA	2017-10-05 19:45:00	5	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8276940"	NA	NA	"CC_BY_NC_4_0"	"Jeffrey Lee"	"Jeffrey Lee"	NA	NA	2017-10-13 10:32:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668894757	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8247201"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	47.6921	-121.848335	31	NA	NA	NA	NA	NA	2017-10-03 16:02:00	3	10	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8247201"	NA	NA	"CC_BY_NC_4_0"	"kathawk"	"kathawk"	NA	NA	2017-10-08 17:29:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668878931	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8188754"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	45.386391	-122.722778	NA	NA	NA	NA	NA	NA	2017-09-29 20:40:00	29	9	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8188754"	NA	NA	"CC_BY_NC_4_0"	"Erika"	"Erika"	NA	NA	2017-10-13 10:32:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668859056	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8095998"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"CA"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	53.268055	-131.986938	NA	NA	NA	NA	NA	NA	2017-09-25 15:25:00	25	9	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8095998"	NA	NA	"CC_BY_NC_4_0"	"fel_fish"	"fel_fish"	NA	NA	2017-10-08 17:28:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668847873	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8056785"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	47.709126	-122.371988	31	NA	NA	NA	NA	NA	2017-09-23 11:59:00	23	9	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8056785"	NA	NA	"CC_BY_NC_4_0"	"Eric Running"	"Eric Running"	NA	NA	2017-10-08 17:27:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668836136	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/8011252"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	45.694305	-121.344533	NA	NA	NA	NA	NA	NA	2009-10-07 16:20:00	7	10	2009	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"8011252"	NA	NA	"CC_BY_NC_4_0"	"Mart Hughes"	"Mart Hughes"	NA	NA	2017-10-08 17:27:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668812350	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"https://www.inaturalist.org/observations/7930302"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	57.047948	-135.357152	15	NA	NA	NA	NA	NA	2017-09-14 18:49:00	14	9	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"7930302"	NA	NA	"CC_BY_NC_4_0"	"kljinsitka"	"kljinsitka"	NA	NA	2017-10-08 17:26:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1668801448	"50c9509d-22c7-4a22-a47d-8c48425ef4a7"	"http://inaturalist.ca/observations/6907865"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"CA"	NA	"28eb1a3f-1c15-4a95-931a-4af90ecb574d"	49.079014	-123.702294	NA	NA	NA	NA	NA	NA	2017-07-01 11:59:00	1	7	2017	7969833	7969833	"HUMAN_OBSERVATION"	"iNaturalist"	"Observations"	"6907865"	NA	NA	"CC_BY_NC_4_0"	"John D Reynolds"	"John D Reynolds"	NA	NA	2017-10-08 17:24:00	"STILLIMAGE"	"GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED"
1663177126	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR238605&related=yes"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"Northern Sierra Nevada Mountains Foothills, Happy Valley Road, just west of the bridge over the Consumnes River"	"fb702600-a84e-11de-978d-b8a03c50a862"	38.65389	-120.66583	NA	NA	NA	NA	NA	NA	2012-03-30 02:00:00	30	3	2012	7969833	7969833	"PRESERVED_SPECIMEN"	"UCR"	"VascularPlants"	"UCR238605"	"18644"	NA	"CC_BY_NC_4_0"	NA	"George K. Helmkamp, E. A. Helmkamp"	NA	NA	2017-10-29 02:14:00	NA	"COORDINATE_UNCERTAINTY_METERS_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID"
1663174456	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR235628&related=yes"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"Northern Sierra Nevada Mountains Foothills, Mosquito Road north of Placerville, at south side of the crossing of the South Fork American River"	"fb702600-a84e-11de-978d-b8a03c50a862"	38.77583	-120.74833	NA	NA	NA	NA	NA	NA	2012-04-27 02:00:00	27	4	2012	7969833	7969833	"PRESERVED_SPECIMEN"	"UCR"	"VascularPlants"	"UCR235628"	"18867"	NA	"CC_BY_NC_4_0"	NA	"George K. Helmkamp, E. A. Helmkamp"	NA	NA	2017-10-29 02:14:00	NA	"COORDINATE_UNCERTAINTY_METERS_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID"
1663171494	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR232602&related=yes"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"Northern Sierra Nevada Mountains Foothills, Forebay Road, 1.2 miles south of the bridge over the South Fork American River, 3.35 mi. NW (304 deg. ) of Pollock Pines"	"fb702600-a84e-11de-978d-b8a03c50a862"	38.78833	-120.63778	NA	NA	NA	NA	NA	NA	2011-10-13 02:00:00	13	10	2011	7969833	7969833	"PRESERVED_SPECIMEN"	"UCR"	"VascularPlants"	"UCR232602"	"18422"	NA	"CC_BY_NC_4_0"	NA	"George K. Helmkamp, E. A. Helmkamp"	NA	NA	2017-10-29 02:14:00	NA	"COORDINATE_UNCERTAINTY_METERS_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID"
1663164014	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR222568&related=yes"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"North Coast Ranges, River Rd., 9.6 miles west of its junction with US-101, 4.25 mi. ENE (83 deg. ) of Guerneville on slope above the Russian River"	"fb702600-a84e-11de-978d-b8a03c50a862"	38.50889	-122.9175	NA	NA	NA	NA	NA	NA	2010-06-05 02:00:00	5	6	2010	7969833	7969833	"PRESERVED_SPECIMEN"	"UCR"	"VascularPlants"	"UCR222568"	"16237"	NA	"CC_BY_NC_4_0"	NA	"George K. Helmkamp, E. A. Helmkamp"	NA	NA	2017-10-29 02:14:00	NA	"COORDINATE_UNCERTAINTY_METERS_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID"
1663161528	"4fa894f4-b6c6-4ec0-b816-9bb03b3ca106"	"http://ucjeps.berkeley.edu/cgi-bin/new_detail.pl?UCR219022&related=yes"	"Plantae"	"Tracheophyta"	"Polypodiopsida"	"Polypodiales"	"Polypodiaceae"	"Polypodium"	"Polypodium glycyrrhiza"	NA	"SPECIES"	"Polypodium glycyrrhiza D. C. Eat."	"US"	"Sierra Nevada Mountains Foothills, Sutter Creek Road, 7.2 miles northeast of its junction with old CA-49 in Sutter Creek village"	"fb702600-a84e-11de-978d-b8a03c50a862"	38.43722	-120.69917	NA	NA	NA	NA	NA	NA	2010-06-23 02:00:00	23	6	2010	7969833	7969833	"PRESERVED_SPECIMEN"	"UCR"	"VascularPlants"	"UCR219022"	"16348"	NA	"CC_BY_NC_4_0"	NA	"George K. Helmkamp, E. A. Helmkamp"	NA	NA	2017-10-29 02:14:00	NA	"COORDINATE_UNCERTAINTY_METERS_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;GEODETIC_DATUM_INVALID"
